bzip2_default 8192 1 32 32768 1 64 69414273826 69414273826 7566121173 2433879991 1881417428 552462563 7566121173 9.2 17566122337 2.3 22200012564 2.9 12096136739 2358684140 61694568 787577 178282935 163210687 12096924316 2536967075 224905255 21573 160892158 159485699 0 63990996 57767874 765740 17390513 3724468 400 100 75 575
bzip2_L1-2Way 8192 2 32 32768 1 64 69420214456 69420214456 7566121173 2433879991 1881417428 552462563 7566121173 9.2 17566122337 2.3 22200012564 2.9 12096913205 2376700760 59835468 11111 160266315 162300019 12096924316 2536967075 222135487 9100 158933962 160206025 0 63191897 57666403 1747 1332089 2093474 800 100 75 975
bzip2_L1-8way 8192 8 32 32768 1 64 69413910162 69413910162 7566121173 2433879991 1881417428 552462563 7566121173 9.2 17566122337 2.3 22200012564 2.9 12096914965 2379130706 58131595 9351 157836369 161938051 12096924316 2536967075 220069646 8981 157495829 160940500 0 62564308 57251876 106 340276 997031 1600 100 75 1775
bzip2_L1-small-4way 4096 4 32 32768 1 64 67472679460 67472679460 7566121173 2433879991 1881417428 552462563 7566121173 8.9 17566122337 2.3 22200012564 2.9 12096892362 2370047161 80478473 31954 166919914 150629538 12096924316 2536967075 231108011 29104 165602663 148851154 0 65475972 57417189 2714 1317115 1777864 600 100 75 775
bzip2_L1-small 4096 1 32 32768 1 64 67322670075 67322670075 7566121173 2433879991 1881417428 552462563 7566121173 8.9 17566122337 2.3 22200012564 2.9 12096123209 2333607763 86094652 801107 203359312 150750562 12096924316 2536967075 236845214 33226 169325301 146883671 0 67486415 57445395 767745 34033875 3866371 200 100 75 375
gobmk_All-2way 8192 2 32 32768 2 64 91112178225 91112178225 7146163623 2853837005 1921584739 932252266 7146163623 12.7 17146164251 2.4 23357690826 3.3 11734181234 3895270880 430546700 425398952 156676137 214439695 12159580186 4051947017 644986395 409319349 145063319 209189543 0 90603199 51745472 16079339 11612554 5249632 800 200 75 1075
gobmk_All-4way 8192 4 32 32768 4 64 83531334904 83531334904 7146163623 2853837005 1921584739 932252266 7146163623 11.7 17146164251 2.4 23357690826 3.3 11743083509 3919972896 431382043 416496677 131974121 184260322 12159580186 4051947017 615642365 408872203 126261962 179227874 0 80507672 46019294 7624210 5711895 5031928 1200 300 75 1575
gobmk_All-FA 8192 256 32 32768 256 64 77100179433 77100179433 7146163623 2853837005 1921584739 932252266 7146163623 10.8 17146164251 2.4 23357690826 3.3 11743282458 3933989664 444563323 416297728 117957353 156012289 12159580186 4051947017 600575612 410857789 115457638 152235278 0 74259657 41275277 5439675 2499451 3776491 3600 1000 75 4675
gobmk_All-small 4096 1 32 16384 1 64 148938077102 148938077102 7146163623 2853837005 1921584739 932252266 7146163623 20.8 17146164251 2.4 23357690826 3.3 11545777533 3733996342 533127035 613802653 317950675 436430246 12159580186 4051947017 969557281 581682891 246020620 422519280 0 141853498 94906715 32119626 71929919 13910702 200 50 75 325
gobmk_default 8192 1 32 32768 1 64 100855225897 100855225897 7146163623 2853837005 1921584739 932252266 7146163623 14.1 17146164251 2.4 23357690826 3.3 11708085009 3837245587 455069650 451495177 214701430 252107768 12159580186 4051947017 707177418 429513323 172054537 242306394 0 105609030 60522492 21981590 42646629 9800854 400 100 75 575
gobmk_L1-2way 8192 2 32 32768 1 64 96366207265 96366207265 7146163623 2853837005 1921584739 932252266 7146163623 13.5 17146164251 2.4 23357690826 3.3 11734181234 3895270880 406468636 425398952 156676137 238517759 12159580186 4051947017 644986395 409319349 145063319 232707899 0 90603199 56078496 16079339 11612554 5809340 800 100 75 975
gobmk_L1-8way 8192 8 32 32768 1 64 90787681497 90787681497 7146163623 2853837005 1921584739 932252266 7146163623 12.7 17146164251 2.4 23357690826 3.3 11743485158 3928282406 383914131 416095028 123664611 220911758 12159580186 4051947017 604825889 407983919 119775190 217013442 0 77066252 48241530 8110845 3889157 3897796 1600 100 75 1775
gobmk_L1-small-4way 4096 4 32 32768 1 64 111164435653 111164435653 7146163623 2853837005 1921584739 932252266 7146163623 15.6 17146164251 2.4 23357690826 3.3 11613499635 3840153605 575079364 546080551 211793412 277066024 12159580186 4051947017 852145388 528200732 201658371 268818948 0 122286013 66836864 17879683 10134905 8246556 600 100 75 775
gobmk_L1-small 4096 1 32 32768 1 64 116679271572 116679271572 7146163623 2853837005 1921584739 932252266 7146163623 16.3 17146164251 2.4 23357690826 3.3 11545777533 3733996342 680347096 613802653 317950675 289210185 12159580186 4051947017 969557281 581682891 246020620 275231320 0 141853498 71157725 32119626 71929919 13978345 200 100 75 375
libquantum_All-2way 8192 2 32 32768 2 64 138261563722 138261563722 12487578510 4018914036 3526260463 492653573 12487578510 11.1 28994071056 2.3 35948584560 2.9 16621376882 6262734512 525629688 12171 576882485 288941629 16621389053 6839616997 814571317 7184 576837953 288903228 0 237725652 133533315 4723 44268 37881 800 200 75 1075
libquantum_All-4way 8192 4 32 32768 4 64 138249947007 138249947007 12487578510 4018914036 3526260463 492653573 12487578510 11.1 28994071056 2.3 35948584560 2.9 16621380615 6262778660 525712559 8438 576838337 288857610 16621389053 6839616997 814570169 6389 576837856 288845649 0 237725396 133531469 1785 217 11441 1200 300 75 1575
libquantum_All-FA 8192 256 32 32768 256 64 138248028359 138248028359 12487578510 4018914036 3526260463 492653573 12487578510 11.1 28994071056 2.3 35948584560 2.9 16621383227 6262778712 525731076 5826 576838285 288837560 16621389053 6839616997 814568636 5054 576837784 288836869 0 237725270 133530957 508 237 171 3600 1000 75 4675
libquantum_All-small 4096 1 32 16384 1 64 138297748643 138297748643 12487578510 4018914036 3526260463 492653573 12487578510 11.1 28994071056 2.3 35948584560 2.9 16621282284 6246339741 525194259 106769 593277256 289431097 16621389053 6839616997 814625356 31651 576863753 288963091 0 237729680 133547529 74982 16413367 467742 200 50 75 325
libquantum_default 8192 1 32 32768 1 64 138307664954 138307664954 12487578510 4018914036 3526260463 492653573 12487578510 11.1 28994071056 2.3 35948584560 2.9 16621371498 6253546800 524986509 17555 586070197 289607005 16621389053 6839616997 814593514 13001 576852561 289058809 0 237727424 133542361 4290 9217372 547676 400 100 75 575
libquantum_L1-2Way 8192 2 32 32768 1 64 138315739242 138315739242 12487578510 4018914036 3526260463 492653573 12487578510 11.1 28994071056 2.3 35948584560 2.9 16621376882 6262734512 525009154 12171 576882485 289562163 16621389053 6839616997 814571317 7184 576837953 289159022 0 237725652 133544022 4723 44268 402621 800 100 75 975
libquantum_L1-8way 8192 8 32 32768 1 64 138319542285 138319542285 12487578510 4018914036 3526260463 492653573 12487578510 11.1 28994071056 2.3 35948584560 2.9 16621382623 6262778716 525022709 6430 576838281 289546749 16621389053 6839616997 814569458 5749 576837849 289191880 0 237725332 133533715 417 168 354349 1600 100 75 1775
libquantum_L1-small-4way 4096 4 32 32768 1 64 138279697471 138279697471 12487578510 4018914036 3526260463 492653573 12487578510 11.1 28994071056 2.3 35948584560 2.9 16621364736 6262759871 525322638 24317 576857126 289277778 16621389053 6839616997 814600416 18519 576855191 288971961 0 237726434 133542197 5662 1799 305297 600 100 75 775
libquantum_L1-small 4096 1 32 32768 1 64 138278154943 138278154943 12487578510 4018914036 3526260463 492653573 12487578510 11.1 28994071056 2.3 35948584560 2.9 16621282284 6246339741 525338563 106769 593277256 289286793 16621389053 6839616997 814625356 31651 576863753 288874864 0 237729680 133534663 74982 16413367 411409 200 100 75 375
omnetpp_All-2way 8192 2 32 32768 2 64 97671885364 97671885364 6748282688 3251718225 2012001894 1239716331 6748282688 14.5 16748283601 2.5 24145878430 3.6 11118904476 5674968538 393578333 340257755 263464973 248520519 11459162231 5938433511 642098852 303109003 241947925 234815973 0 97041396 56618569 37148488 21516784 13704026 800 200 75 1075
omnetpp_All-4way 8192 4 32 32768 4 64 85554313106 85554313106 6748282688 3251718225 2012001894 1239716331 6748282688 12.7 16748283601 2.5 24145878430 3.6 11172290683 5715811077 314572218 286871548 222622434 203101845 11459162231 5938433511 517674063 226955754 208431587 196003586 0 82286194 50512830 59915530 14190583 7097739 1200 300 75 1575
omnetpp_All-FA 8192 256 32 32768 256 64 77008541233 77008541233 6748282688 3251718225 2012001894 1239716331 6748282688 11.4 16748283601 2.5 24145878430 3.6 11254252558 5757558159 273604913 204909673 180875352 169119813 11459162231 5938433511 442724726 189929492 179077638 167231988 0 73717068 46041866 14979917 1797450 1887305 3600 1000 75 4675
omnetpp_All-small 4096 1 32 16384 1 64 195802181287 195802181287 6748282688 3251718225 2012001894 1239716331 6748282688 29.0 16748283601 2.5 24145878430 3.6 10787088688 5430872993 620247368 672073543 507560518 623213344 11459162231 5938433511 1243460712 632913461 429335855 594646901 0 181211124 124395254 39159946 78224527 28566179 200 50 75 325
omnetpp_default 8192 1 32 32768 1 64 121000559537 121000559537 6748282688 3251718225 2012001894 1239716331 6748282688 17.9 16748283601 2.5 24145878430 3.6 11001944170 5568268231 525076665 457218061 370165280 332578427 11459162231 5938433511 857655092 411462916 311115616 312045227 0 135076032 69549647 45754881 59049400 20532680 400 100 75 575
omnetpp_L1-2way 8192 2 32 32768 1 64 104825597704 104825597704 6748282688 3251718225 2012001894 1239716331 6748282688 15.5 16748283601 2.5 24145878430 3.6 11118904476 5674968538 363400535 340257755 263464973 278698317 11459162231 5938433511 642098852 303109003 241947925 268302491 0 97041396 61198353 37148488 21516784 10395306 800 100 75 975
omnetpp_L1-8way 8192 8 32 32768 1 64 90290865516 90290865516 6748282688 3251718225 2012001894 1239716331 6748282688 13.4 16748283601 2.5 24145878430 3.6 11196293866 5739490068 248010676 262868365 198943443 228755505 11459162231 5938433511 476766181 208082061 191503684 224789610 0 77179908 53244132 54786040 7439495 3965375 1600 100 75 1775
omnetpp_L1-small-4way 4096 4 32 32768 1 64 135844789846 135844789846 6748282688 3251718225 2012001894 1239716331 6748282688 20.1 16748283601 2.5 24145878430 3.6 10796713031 5576768211 719045344 662449200 361665300 369195058 11459162231 5938433511 1088240402 625743756 335348813 354202215 0 127147561 70864571 36705308 26316351 14992323 600 100 75 775
omnetpp_L1-small 4096 1 32 32768 1 64 144611540447 144611540447 6748282688 3251718225 2012001894 1239716331 6748282688 21.4 16748283601 2.5 24145878430 3.6 10787088688 5430872993 846515596 672073543 507560518 396945116 11459162231 5938433511 1243460712 632913461 429335855 370429512 0 181211124 76790395 39159946 78224527 26515084 200 100 75 375
sjeng_All-2way 8192 2 32 32768 2 64 95029043330 95029043330 12741056222 4558945711 3299993836 1258951875 12741056222 7.5 30041058155 2.4 40161444400 3.2 21334634694 5498545462 450372856 380922410 206285612 167196100 21715557104 5704831074 617568956 358005322 175673842 156243019 0 83889264 39959234 22916824 30611506 10952561 800 200 75 1075
sjeng_All-4way 8192 4 32 32768 4 64 87293550717 87293550717 12741056222 4558945711 3299993836 1258951875 12741056222 6.9 30041058155 2.4 40161444400 3.2 21340884702 5540978435 450952392 374672402 163852639 134759650 21715557104 5704831074 585712042 362363343 149960860 124826823 0 73387311 35428477 12308795 13891515 9932307 1200 300 75 1575
sjeng_All-FA 8192 256 32 32768 256 64 77103508917 77103508917 12741056222 4558945711 3299993836 1258951875 12741056222 6.1 30041058155 2.4 40161444400 3.2 21292857690 5588462471 500077372 422699414 116368603 83328608 21715557104 5704831074 583405980 409046754 111721718 80455641 0 62636980 26401300 13652396 4646621 2872447 3600 1000 75 4675
sjeng_All-small 4096 1 32 16384 1 64 169275345018 169275345018 12741056222 4558945711 3299993836 1258951875 12741056222 13.3 30041058155 2.4 40161444400 3.2 21080519103 5144935625 657481388 635038001 559895449 456830328 21715557104 5704831074 1114311716 579198944 387909946 430071584 0 147202554 81872240 55838921 171985367 26758480 200 50 75 325
sjeng_default 8192 1 32 32768 1 64 80839431714 80839431714 12741056222 4558945711 3299993836 1258951875 12741056222 6.3 30041058155 2.4 40161444400 3.2 21310647762 5381411277 485941759 404909342 323419797 213999796 21715557104 5704831074 699941555 373687626 227161103 198648199 0 99092298 44168570 31221452 96258430 15351077 400 100 375 875
sjeng_default 8192 1 32 32768 1 64 106335247059 106335247059 12741056222 4558945711 3299993836 1258951875 12741056222 8.3 30041058155 2.4 40161444400 3.2 21310647762 5381411277 485941759 404909342 323419797 213999796 21715557104 5704831074 699941555 373687626 227161103 198648199 0 99092298 44168570 31221452 96258430 15351077 400 100 75 575
sjeng_default 8192 1 32 32768 1 64 91766209719 91766209719 12741056222 4558945711 3299993836 1258951875 12741056222 7.2 30041058155 2.4 40161444400 3.2 21310647762 5381411277 485941759 404909342 323419797 213999796 21715557104 5704831074 699941555 373687626 227161103 198648199 0 99092298 44168570 31221452 96258430 15351077 400 100 175 675
sjeng_default 8192 1 32 32768 1 64 84481691049 84481691049 12741056222 4558945711 3299993836 1258951875 12741056222 6.6 30041058155 2.4 40161444400 3.2 21310647762 5381411277 485941759 404909342 323419797 213999796 21715557104 5704831074 699941555 373687626 227161103 198648199 0 99092298 44168570 31221452 96258430 15351077 400 100 275 775
sjeng_L1-2way 8192 2 32 32768 1 64 100481092270 100481092270 12741056222 4558945711 3299993836 1258951875 12741056222 7.9 30041058155 2.4 40161444400 3.2 21334634694 5498545462 425560598 380922410 206285612 192008358 21715557104 5704831074 617568956 358005322 175673842 182812835 0 83889264 42300120 22916824 30611506 9195003 800 100 75 975
sjeng_L1-8way 8192 8 32 32768 1 64 94235208548 94235208548 12741056222 4558945711 3299993836 1258951875 12741056222 7.4 30041058155 2.4 40161444400 3.2 21328712269 5565356345 397789393 386844835 139474729 169031630 21715557104 5704831074 566821023 373949989 127491962 163186395 0 65378544 36736083 12894582 11982503 5844715 1600 100 75 1775
sjeng_L1-small-4way 4096 4 32 32768 1 64 124770147930 124770147930 12741056222 4558945711 3299993836 1258951875 12741056222 9.8 30041058155 2.4 40161444400 3.2 21124519083 5401443669 682080123 591038021 303387405 263654760 21715557104 5704831074 945734883 549306198 281169781 250847303 0 115258632 52469698 41731687 22217488 12806937 600 100 75 775
sjeng_L1-small 4096 1 32 32768 1 64 130091527498 130091527498 12741056222 4558945711 3299993836 1258951875 12741056222 10.2 30041058155 2.4 40161444400 3.2 21080519103 5144935625 838472506 635038001 559895449 275839210 21715557104 5704831074 1114311716 579198944 387909946 251053513 0 147202554 53257242 55838921 171985367 24785177 200 100 75 375
